,Series Name,Period,Frequency,Value,Units
225,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200206,M,7215,Thousand Barrels per Day
226,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200205,M,7262,Thousand Barrels per Day
227,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200204,M,7225,Thousand Barrels per Day
228,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200203,M,6965,Thousand Barrels per Day
229,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200202,M,6996,Thousand Barrels per Day
230,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200201,M,7206,Thousand Barrels per Day
231,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200112,M,7279,Thousand Barrels per Day
232,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200111,M,7338,Thousand Barrels per Day
233,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200110,M,7314,Thousand Barrels per Day
234,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200109,M,7286,Thousand Barrels per Day
235,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200108,M,7357,Thousand Barrels per Day
236,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200107,M,7201,Thousand Barrels per Day
237,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200106,M,7404,Thousand Barrels per Day
238,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200105,M,7564,Thousand Barrels per Day
239,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200104,M,7571,Thousand Barrels per Day
240,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200103,M,6979,Thousand Barrels per Day
241,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200102,M,6986,Thousand Barrels per Day
242,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200101,M,7051,Thousand Barrels per Day
243,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200012,M,7368,Thousand Barrels per Day
244,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200011,M,7232,Thousand Barrels per Day
245,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200010,M,7204,Thousand Barrels per Day
246,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200009,M,7280,Thousand Barrels per Day
247,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200008,M,7344,Thousand Barrels per Day
248,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200007,M,7436,Thousand Barrels per Day
249,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200006,M,7270,Thousand Barrels per Day
250,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200005,M,7284,Thousand Barrels per Day
251,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200004,M,7061,Thousand Barrels per Day
252,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200003,M,6971,Thousand Barrels per Day
253,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200002,M,6663,Thousand Barrels per Day
254,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200001,M,6527,Thousand Barrels per Day
255,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199912,M,6899,Thousand Barrels per Day
256,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199911,M,6973,Thousand Barrels per Day
257,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199910,M,6874,Thousand Barrels per Day
258,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199909,M,7175,Thousand Barrels per Day
259,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199908,M,7051,Thousand Barrels per Day
260,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199907,M,7102,Thousand Barrels per Day
261,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199906,M,7058,Thousand Barrels per Day
262,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199905,M,7109,Thousand Barrels per Day
263,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199904,M,7255,Thousand Barrels per Day
264,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199903,M,7111,Thousand Barrels per Day
265,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199902,M,6789,Thousand Barrels per Day
266,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199901,M,6735,Thousand Barrels per Day
267,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199812,M,7094,Thousand Barrels per Day
268,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199811,M,6829,Thousand Barrels per Day
269,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199810,M,6413,Thousand Barrels per Day
270,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199809,M,6858,Thousand Barrels per Day
271,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199808,M,7455,Thousand Barrels per Day
272,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199807,M,7367,Thousand Barrels per Day
273,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199806,M,7270,Thousand Barrels per Day
274,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199805,M,7194,Thousand Barrels per Day
275,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199804,M,7168,Thousand Barrels per Day
276,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199803,M,6928,Thousand Barrels per Day
277,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199802,M,6309,Thousand Barrels per Day
278,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199801,M,6546,Thousand Barrels per Day
279,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199712,M,7068,Thousand Barrels per Day
280,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199711,M,6995,Thousand Barrels per Day
281,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199710,M,6902,Thousand Barrels per Day
282,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199709,M,7114,Thousand Barrels per Day
283,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199708,M,7017,Thousand Barrels per Day
284,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199707,M,6886,Thousand Barrels per Day
285,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199706,M,7008,Thousand Barrels per Day
286,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199705,M,6991,Thousand Barrels per Day
287,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199704,M,6796,Thousand Barrels per Day
288,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199703,M,6679,Thousand Barrels per Day
289,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199702,M,6183,Thousand Barrels per Day
290,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199701,M,6451,Thousand Barrels per Day
291,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199612,M,6732,Thousand Barrels per Day
292,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199611,M,6675,Thousand Barrels per Day
293,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199610,M,6664,Thousand Barrels per Day
294,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199609,M,6670,Thousand Barrels per Day
295,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199608,M,6694,Thousand Barrels per Day
296,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199607,M,6685,Thousand Barrels per Day
297,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199606,M,6838,Thousand Barrels per Day
298,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199605,M,6798,Thousand Barrels per Day
299,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199604,M,6802,Thousand Barrels per Day
300,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199603,M,6450,Thousand Barrels per Day
301,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199602,M,6329,Thousand Barrels per Day
302,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199601,M,6355,Thousand Barrels per Day
303,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199512,M,6512,Thousand Barrels per Day
304,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199511,M,6416,Thousand Barrels per Day
305,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199510,M,6248,Thousand Barrels per Day
306,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199509,M,6563,Thousand Barrels per Day
307,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199508,M,6339,Thousand Barrels per Day
308,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199507,M,6480,Thousand Barrels per Day
309,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199506,M,6648,Thousand Barrels per Day
310,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199505,M,6532,Thousand Barrels per Day
311,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199504,M,6417,Thousand Barrels per Day
312,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199503,M,6297,Thousand Barrels per Day
313,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199502,M,6083,Thousand Barrels per Day
314,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199501,M,6206,Thousand Barrels per Day
315,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199412,M,6445,Thousand Barrels per Day
316,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199411,M,6343,Thousand Barrels per Day
317,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199410,M,6168,Thousand Barrels per Day
318,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199409,M,6587,Thousand Barrels per Day
319,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199408,M,6679,Thousand Barrels per Day
320,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199407,M,6523,Thousand Barrels per Day
321,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199406,M,6491,Thousand Barrels per Day
322,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199405,M,6568,Thousand Barrels per Day
323,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199404,M,6396,Thousand Barrels per Day
324,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199403,M,6009,Thousand Barrels per Day
325,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199402,M,5927,Thousand Barrels per Day
326,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199401,M,6085,Thousand Barrels per Day
327,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199312,M,6212,Thousand Barrels per Day
328,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199311,M,6121,Thousand Barrels per Day
329,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199310,M,6070,Thousand Barrels per Day
330,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199309,M,6148,Thousand Barrels per Day
331,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199308,M,6232,Thousand Barrels per Day
332,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199307,M,6327,Thousand Barrels per Day
333,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199306,M,6278,Thousand Barrels per Day
334,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199305,M,6169,Thousand Barrels per Day
335,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199304,M,6152,Thousand Barrels per Day
336,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199303,M,6036,Thousand Barrels per Day
337,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199302,M,5988,Thousand Barrels per Day
338,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199301,M,5944,Thousand Barrels per Day
339,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199212,M,6086,Thousand Barrels per Day
340,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199211,M,6232,Thousand Barrels per Day
341,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199210,M,6146,Thousand Barrels per Day
342,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199209,M,6183,Thousand Barrels per Day
343,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199208,M,5924,Thousand Barrels per Day
344,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199207,M,6248,Thousand Barrels per Day
345,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199206,M,6360,Thousand Barrels per Day
346,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199205,M,6145,Thousand Barrels per Day
347,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199204,M,6118,Thousand Barrels per Day
348,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199203,M,6053,Thousand Barrels per Day
349,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199202,M,5523,Thousand Barrels per Day
350,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199201,M,5812,Thousand Barrels per Day
351,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199112,M,6193,Thousand Barrels per Day
352,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199111,M,5929,Thousand Barrels per Day
353,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199110,M,5924,Thousand Barrels per Day
354,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199109,M,6066,Thousand Barrels per Day
355,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199108,M,6255,Thousand Barrels per Day
356,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199107,M,6065,Thousand Barrels per Day
357,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199106,M,6134,Thousand Barrels per Day
358,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199105,M,5971,Thousand Barrels per Day
359,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199104,M,5829,Thousand Barrels per Day
360,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199103,M,5795,Thousand Barrels per Day
361,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199102,M,5918,Thousand Barrels per Day
362,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199101,M,5836,Thousand Barrels per Day
363,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199012,M,5828,Thousand Barrels per Day
364,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199011,M,5949,Thousand Barrels per Day
365,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199010,M,5841,Thousand Barrels per Day
366,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199009,M,6182,Thousand Barrels per Day
367,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199008,M,6355,Thousand Barrels per Day
368,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199007,M,6448,Thousand Barrels per Day
369,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199006,M,6286,Thousand Barrels per Day
370,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199005,M,6191,Thousand Barrels per Day
371,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199004,M,5938,Thousand Barrels per Day
372,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199003,M,5667,Thousand Barrels per Day
373,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199002,M,6027,Thousand Barrels per Day
374,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",199001,M,6007,Thousand Barrels per Day
375,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198912,M,5826,Thousand Barrels per Day
376,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198911,M,6248,Thousand Barrels per Day
377,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198910,M,6252,Thousand Barrels per Day
378,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198909,M,6260,Thousand Barrels per Day
379,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198908,M,6211,Thousand Barrels per Day
380,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198907,M,6237,Thousand Barrels per Day
381,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198906,M,6334,Thousand Barrels per Day
382,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198905,M,6388,Thousand Barrels per Day
383,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198904,M,6182,Thousand Barrels per Day
384,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198903,M,6007,Thousand Barrels per Day
385,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198902,M,5802,Thousand Barrels per Day
386,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198901,M,6071,Thousand Barrels per Day
387,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198812,M,6014,Thousand Barrels per Day
388,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198811,M,6018,Thousand Barrels per Day
389,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198810,M,6092,Thousand Barrels per Day
390,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198809,M,5818,Thousand Barrels per Day
391,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198808,M,6144,Thousand Barrels per Day
392,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198807,M,6078,Thousand Barrels per Day
393,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198806,M,6038,Thousand Barrels per Day
394,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198805,M,6149,Thousand Barrels per Day
395,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198804,M,6074,Thousand Barrels per Day
396,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198803,M,5979,Thousand Barrels per Day
397,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198802,M,5728,Thousand Barrels per Day
398,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198801,M,5938,Thousand Barrels per Day
399,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198712,M,6124,Thousand Barrels per Day
400,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198711,M,6032,Thousand Barrels per Day
401,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198710,M,5922,Thousand Barrels per Day
402,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198709,M,5933,Thousand Barrels per Day
403,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198708,M,5972,Thousand Barrels per Day
404,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198707,M,6072,Thousand Barrels per Day
405,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198706,M,5974,Thousand Barrels per Day
406,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198705,M,5612,Thousand Barrels per Day
407,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198704,M,5377,Thousand Barrels per Day
408,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198703,M,5551,Thousand Barrels per Day
409,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198702,M,5549,Thousand Barrels per Day
410,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198701,M,5925,Thousand Barrels per Day
411,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198612,M,5989,Thousand Barrels per Day
412,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198611,M,5935,Thousand Barrels per Day
413,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198610,M,5760,Thousand Barrels per Day
414,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198609,M,6063,Thousand Barrels per Day
415,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198608,M,6041,Thousand Barrels per Day
416,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198607,M,5807,Thousand Barrels per Day
417,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198606,M,6071,Thousand Barrels per Day
418,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198605,M,6223,Thousand Barrels per Day
419,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198604,M,5870,Thousand Barrels per Day
420,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198603,M,5216,Thousand Barrels per Day
421,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198602,M,5606,Thousand Barrels per Day
422,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198601,M,5693,Thousand Barrels per Day
423,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198512,M,5895,Thousand Barrels per Day
424,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198511,M,5722,Thousand Barrels per Day
425,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198510,M,5542,Thousand Barrels per Day
426,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198509,M,5267,Thousand Barrels per Day
427,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198508,M,5234,Thousand Barrels per Day
428,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198507,M,5542,Thousand Barrels per Day
429,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198506,M,5404,Thousand Barrels per Day
430,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198505,M,5519,Thousand Barrels per Day
431,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198504,M,5389,Thousand Barrels per Day
432,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198503,M,5160,Thousand Barrels per Day
433,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198502,M,5234,Thousand Barrels per Day
434,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198501,M,5142,Thousand Barrels per Day
435,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198412,M,5222,Thousand Barrels per Day
436,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198411,M,5599,Thousand Barrels per Day
437,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198410,M,5704,Thousand Barrels per Day
438,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198409,M,5547,Thousand Barrels per Day
439,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198408,M,5566,Thousand Barrels per Day
440,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198407,M,5357,Thousand Barrels per Day
441,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198406,M,5375,Thousand Barrels per Day
442,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198405,M,5618,Thousand Barrels per Day
443,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198404,M,5687,Thousand Barrels per Day
444,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198403,M,5549,Thousand Barrels per Day
445,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198402,M,5791,Thousand Barrels per Day
446,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198401,M,5436,Thousand Barrels per Day
447,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198312,M,5060,Thousand Barrels per Day
448,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198311,M,5714,Thousand Barrels per Day
449,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198310,M,5547,Thousand Barrels per Day
