,Series Name,Period,Frequency,Value,Units
224,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200207,M,540,Thousand Barrels per Day
225,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200206,M,550,Thousand Barrels per Day
226,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200205,M,503,Thousand Barrels per Day
227,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200204,M,489,Thousand Barrels per Day
228,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200203,M,478,Thousand Barrels per Day
229,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200202,M,512,Thousand Barrels per Day
230,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200201,M,498,Thousand Barrels per Day
231,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200112,M,496,Thousand Barrels per Day
232,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200111,M,513,Thousand Barrels per Day
233,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200110,M,500,Thousand Barrels per Day
234,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200109,M,531,Thousand Barrels per Day
235,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200108,M,529,Thousand Barrels per Day
236,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200107,M,529,Thousand Barrels per Day
237,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200106,M,537,Thousand Barrels per Day
238,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200105,M,477,Thousand Barrels per Day
239,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200104,M,467,Thousand Barrels per Day
240,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200103,M,442,Thousand Barrels per Day
241,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200102,M,488,Thousand Barrels per Day
242,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200101,M,488,Thousand Barrels per Day
243,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200012,M,490,Thousand Barrels per Day
244,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200011,M,499,Thousand Barrels per Day
245,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200010,M,515,Thousand Barrels per Day
246,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200009,M,513,Thousand Barrels per Day
247,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200008,M,533,Thousand Barrels per Day
248,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200007,M,538,Thousand Barrels per Day
249,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200006,M,532,Thousand Barrels per Day
250,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200005,M,512,Thousand Barrels per Day
251,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200004,M,473,Thousand Barrels per Day
252,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200003,M,462,Thousand Barrels per Day
253,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200002,M,489,Thousand Barrels per Day
254,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",200001,M,500,Thousand Barrels per Day
255,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199912,M,489,Thousand Barrels per Day
256,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199911,M,495,Thousand Barrels per Day
257,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199910,M,513,Thousand Barrels per Day
258,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199909,M,524,Thousand Barrels per Day
259,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199908,M,538,Thousand Barrels per Day
260,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199907,M,531,Thousand Barrels per Day
261,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199906,M,521,Thousand Barrels per Day
262,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199905,M,500,Thousand Barrels per Day
263,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199904,M,453,Thousand Barrels per Day
264,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199903,M,457,Thousand Barrels per Day
265,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199902,M,480,Thousand Barrels per Day
266,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199901,M,477,Thousand Barrels per Day
267,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199812,M,470,Thousand Barrels per Day
268,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199811,M,472,Thousand Barrels per Day
269,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199810,M,489,Thousand Barrels per Day
270,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199809,M,505,Thousand Barrels per Day
271,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199808,M,510,Thousand Barrels per Day
272,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199807,M,490,Thousand Barrels per Day
273,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199806,M,513,Thousand Barrels per Day
274,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199805,M,470,Thousand Barrels per Day
275,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199804,M,446,Thousand Barrels per Day
276,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199803,M,429,Thousand Barrels per Day
277,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199802,M,481,Thousand Barrels per Day
278,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199801,M,483,Thousand Barrels per Day
279,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199712,M,487,Thousand Barrels per Day
280,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199711,M,468,Thousand Barrels per Day
281,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199710,M,492,Thousand Barrels per Day
282,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199709,M,503,Thousand Barrels per Day
283,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199708,M,505,Thousand Barrels per Day
284,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199707,M,508,Thousand Barrels per Day
285,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199706,M,503,Thousand Barrels per Day
286,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199705,M,483,Thousand Barrels per Day
287,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199704,M,427,Thousand Barrels per Day
288,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199703,M,443,Thousand Barrels per Day
289,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199702,M,458,Thousand Barrels per Day
290,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199701,M,467,Thousand Barrels per Day
291,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199612,M,455,Thousand Barrels per Day
292,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199611,M,473,Thousand Barrels per Day
293,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199610,M,477,Thousand Barrels per Day
294,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199609,M,499,Thousand Barrels per Day
295,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199608,M,494,Thousand Barrels per Day
296,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199607,M,495,Thousand Barrels per Day
297,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199606,M,496,Thousand Barrels per Day
298,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199605,M,467,Thousand Barrels per Day
299,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199604,M,458,Thousand Barrels per Day
300,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199603,M,451,Thousand Barrels per Day
301,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199602,M,426,Thousand Barrels per Day
302,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199601,M,438,Thousand Barrels per Day
303,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199512,M,431,Thousand Barrels per Day
304,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199511,M,466,Thousand Barrels per Day
305,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199510,M,422,Thousand Barrels per Day
306,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199509,M,453,Thousand Barrels per Day
307,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199508,M,476,Thousand Barrels per Day
308,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199507,M,491,Thousand Barrels per Day
309,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199506,M,494,Thousand Barrels per Day
310,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199505,M,478,Thousand Barrels per Day
311,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199504,M,430,Thousand Barrels per Day
312,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199503,M,454,Thousand Barrels per Day
313,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199502,M,444,Thousand Barrels per Day
314,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199501,M,452,Thousand Barrels per Day
315,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199412,M,452,Thousand Barrels per Day
316,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199411,M,451,Thousand Barrels per Day
317,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199410,M,454,Thousand Barrels per Day
318,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199409,M,481,Thousand Barrels per Day
319,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199408,M,470,Thousand Barrels per Day
320,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199407,M,478,Thousand Barrels per Day
321,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199406,M,486,Thousand Barrels per Day
322,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199405,M,469,Thousand Barrels per Day
323,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199404,M,430,Thousand Barrels per Day
324,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199403,M,414,Thousand Barrels per Day
325,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199402,M,445,Thousand Barrels per Day
326,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199401,M,448,Thousand Barrels per Day
327,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199312,M,446,Thousand Barrels per Day
328,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199311,M,459,Thousand Barrels per Day
329,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199310,M,452,Thousand Barrels per Day
330,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199309,M,479,Thousand Barrels per Day
331,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199308,M,472,Thousand Barrels per Day
332,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199307,M,467,Thousand Barrels per Day
333,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199306,M,478,Thousand Barrels per Day
334,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199305,M,454,Thousand Barrels per Day
335,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199304,M,398,Thousand Barrels per Day
336,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199303,M,439,Thousand Barrels per Day
337,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199302,M,406,Thousand Barrels per Day
338,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199301,M,413,Thousand Barrels per Day
339,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199212,M,429,Thousand Barrels per Day
340,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199211,M,428,Thousand Barrels per Day
341,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199210,M,440,Thousand Barrels per Day
342,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199209,M,455,Thousand Barrels per Day
343,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199208,M,448,Thousand Barrels per Day
344,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199207,M,471,Thousand Barrels per Day
345,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199206,M,437,Thousand Barrels per Day
346,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199205,M,432,Thousand Barrels per Day
347,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199204,M,413,Thousand Barrels per Day
348,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199203,M,446,Thousand Barrels per Day
349,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199202,M,402,Thousand Barrels per Day
350,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199201,M,410,Thousand Barrels per Day
351,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199112,M,423,Thousand Barrels per Day
352,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199111,M,457,Thousand Barrels per Day
353,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199110,M,474,Thousand Barrels per Day
354,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199109,M,461,Thousand Barrels per Day
355,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199108,M,496,Thousand Barrels per Day
356,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199107,M,486,Thousand Barrels per Day
357,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199106,M,483,Thousand Barrels per Day
358,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199105,M,461,Thousand Barrels per Day
359,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199104,M,428,Thousand Barrels per Day
360,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199103,M,454,Thousand Barrels per Day
361,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199102,M,433,Thousand Barrels per Day
362,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199101,M,405,Thousand Barrels per Day
363,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199012,M,427,Thousand Barrels per Day
364,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199011,M,436,Thousand Barrels per Day
365,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199010,M,437,Thousand Barrels per Day
366,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199009,M,489,Thousand Barrels per Day
367,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199008,M,508,Thousand Barrels per Day
368,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199007,M,498,Thousand Barrels per Day
369,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199006,M,493,Thousand Barrels per Day
370,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199005,M,490,Thousand Barrels per Day
371,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199004,M,432,Thousand Barrels per Day
372,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199003,M,423,Thousand Barrels per Day
373,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199002,M,441,Thousand Barrels per Day
374,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",199001,M,441,Thousand Barrels per Day
375,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198912,M,460,Thousand Barrels per Day
376,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198911,M,468,Thousand Barrels per Day
377,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198910,M,446,Thousand Barrels per Day
378,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198909,M,494,Thousand Barrels per Day
379,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198908,M,499,Thousand Barrels per Day
380,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198907,M,490,Thousand Barrels per Day
381,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198906,M,495,Thousand Barrels per Day
382,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198905,M,475,Thousand Barrels per Day
383,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198904,M,412,Thousand Barrels per Day
384,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198903,M,413,Thousand Barrels per Day
385,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198902,M,412,Thousand Barrels per Day
386,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198901,M,431,Thousand Barrels per Day
387,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198812,M,443,Thousand Barrels per Day
388,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198811,M,442,Thousand Barrels per Day
389,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198810,M,418,Thousand Barrels per Day
390,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198809,M,470,Thousand Barrels per Day
391,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198808,M,498,Thousand Barrels per Day
392,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198807,M,488,Thousand Barrels per Day
393,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198806,M,494,Thousand Barrels per Day
394,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198805,M,483,Thousand Barrels per Day
395,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198804,M,430,Thousand Barrels per Day
396,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198803,M,406,Thousand Barrels per Day
397,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198802,M,425,Thousand Barrels per Day
398,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198801,M,421,Thousand Barrels per Day
399,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198712,M,431,Thousand Barrels per Day
400,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198711,M,438,Thousand Barrels per Day
401,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198710,M,437,Thousand Barrels per Day
402,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198709,M,461,Thousand Barrels per Day
403,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198708,M,480,Thousand Barrels per Day
404,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198707,M,476,Thousand Barrels per Day
405,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198706,M,455,Thousand Barrels per Day
406,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198705,M,431,Thousand Barrels per Day
407,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198704,M,430,Thousand Barrels per Day
408,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198703,M,361,Thousand Barrels per Day
409,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198702,M,418,Thousand Barrels per Day
410,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198701,M,419,Thousand Barrels per Day
411,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198612,M,423,Thousand Barrels per Day
412,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198611,M,432,Thousand Barrels per Day
413,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198610,M,427,Thousand Barrels per Day
414,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198609,M,444,Thousand Barrels per Day
415,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198608,M,465,Thousand Barrels per Day
416,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198607,M,473,Thousand Barrels per Day
417,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198606,M,471,Thousand Barrels per Day
418,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198605,M,450,Thousand Barrels per Day
419,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198604,M,421,Thousand Barrels per Day
420,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198603,M,377,Thousand Barrels per Day
421,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198602,M,374,Thousand Barrels per Day
422,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198601,M,409,Thousand Barrels per Day
423,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198512,M,419,Thousand Barrels per Day
424,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198511,M,428,Thousand Barrels per Day
425,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198510,M,438,Thousand Barrels per Day
426,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198509,M,454,Thousand Barrels per Day
427,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198508,M,481,Thousand Barrels per Day
428,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198507,M,460,Thousand Barrels per Day
429,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198506,M,469,Thousand Barrels per Day
430,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198505,M,471,Thousand Barrels per Day
431,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198504,M,339,Thousand Barrels per Day
432,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198503,M,402,Thousand Barrels per Day
433,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198502,M,396,Thousand Barrels per Day
434,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198501,M,420,Thousand Barrels per Day
435,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198412,M,436,Thousand Barrels per Day
436,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198411,M,439,Thousand Barrels per Day
437,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198410,M,438,Thousand Barrels per Day
438,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198409,M,442,Thousand Barrels per Day
439,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198408,M,452,Thousand Barrels per Day
440,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198407,M,461,Thousand Barrels per Day
441,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198406,M,456,Thousand Barrels per Day
442,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198405,M,456,Thousand Barrels per Day
443,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198404,M,426,Thousand Barrels per Day
444,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198403,M,414,Thousand Barrels per Day
445,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198402,M,403,Thousand Barrels per Day
446,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198401,M,403,Thousand Barrels per Day
447,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198312,M,408,Thousand Barrels per Day
448,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198311,M,438,Thousand Barrels per Day
