,Series Name,Period,Frequency,Value,Units
449,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198310,M,442,Thousand Barrels per Day
450,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198309,M,454,Thousand Barrels per Day
451,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198308,M,459,Thousand Barrels per Day
452,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198307,M,464,Thousand Barrels per Day
453,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198306,M,443,Thousand Barrels per Day
454,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198305,M,424,Thousand Barrels per Day
455,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198304,M,376,Thousand Barrels per Day
456,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198303,M,366,Thousand Barrels per Day
457,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198302,M,360,Thousand Barrels per Day
458,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198301,M,400,Thousand Barrels per Day
459,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198212,M,447,Thousand Barrels per Day
460,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198211,M,428,Thousand Barrels per Day
461,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198210,M,427,Thousand Barrels per Day
462,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198209,M,442,Thousand Barrels per Day
463,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198208,M,452,Thousand Barrels per Day
464,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198207,M,446,Thousand Barrels per Day
465,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198206,M,436,Thousand Barrels per Day
466,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198205,M,378,Thousand Barrels per Day
467,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198204,M,357,Thousand Barrels per Day
468,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198203,M,384,Thousand Barrels per Day
469,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198202,M,380,Thousand Barrels per Day
470,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198201,M,412,Thousand Barrels per Day
471,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198112,M,451,Thousand Barrels per Day
472,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198111,M,463,Thousand Barrels per Day
473,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198110,M,391,Thousand Barrels per Day
474,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198109,M,441,Thousand Barrels per Day
475,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198108,M,457,Thousand Barrels per Day
476,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198107,M,454,Thousand Barrels per Day
477,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198106,M,448,Thousand Barrels per Day
478,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198105,M,403,Thousand Barrels per Day
479,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198104,M,366,Thousand Barrels per Day
480,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198103,M,391,Thousand Barrels per Day
481,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198102,M,408,Thousand Barrels per Day
482,"Rocky Mountain (PADD 4) Refinery and Blender Net Input of Crude Oil, Monthly",198101,M,431,Thousand Barrels per Day
