,Series Name,Period,Frequency,Value,Units
237,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200106,M,1530,Thousand Barrels per Day
238,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200105,M,1643,Thousand Barrels per Day
239,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200104,M,1541,Thousand Barrels per Day
240,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200103,M,1430,Thousand Barrels per Day
241,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200102,M,1623,Thousand Barrels per Day
242,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200101,M,1553,Thousand Barrels per Day
243,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200012,M,1515,Thousand Barrels per Day
244,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200011,M,1582,Thousand Barrels per Day
245,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200010,M,1568,Thousand Barrels per Day
246,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200009,M,1555,Thousand Barrels per Day
247,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200008,M,1680,Thousand Barrels per Day
248,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200007,M,1650,Thousand Barrels per Day
249,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200006,M,1613,Thousand Barrels per Day
250,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200005,M,1599,Thousand Barrels per Day
251,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200004,M,1602,Thousand Barrels per Day
252,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200003,M,1635,Thousand Barrels per Day
253,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200002,M,1551,Thousand Barrels per Day
254,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200001,M,1309,Thousand Barrels per Day
255,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199912,M,1450,Thousand Barrels per Day
256,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199911,M,1488,Thousand Barrels per Day
257,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199910,M,1522,Thousand Barrels per Day
258,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199909,M,1549,Thousand Barrels per Day
259,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199908,M,1645,Thousand Barrels per Day
260,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199907,M,1586,Thousand Barrels per Day
261,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199906,M,1577,Thousand Barrels per Day
262,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199905,M,1611,Thousand Barrels per Day
263,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199904,M,1555,Thousand Barrels per Day
264,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199903,M,1474,Thousand Barrels per Day
265,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199902,M,1529,Thousand Barrels per Day
266,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199901,M,1585,Thousand Barrels per Day
267,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199812,M,1541,Thousand Barrels per Day
268,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199811,M,1671,Thousand Barrels per Day
269,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199810,M,1305,Thousand Barrels per Day
270,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199809,M,1561,Thousand Barrels per Day
271,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199808,M,1636,Thousand Barrels per Day
272,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199807,M,1616,Thousand Barrels per Day
273,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199806,M,1630,Thousand Barrels per Day
274,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199805,M,1618,Thousand Barrels per Day
275,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199804,M,1628,Thousand Barrels per Day
276,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199803,M,1568,Thousand Barrels per Day
277,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199802,M,1553,Thousand Barrels per Day
278,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199801,M,1511,Thousand Barrels per Day
279,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199712,M,1459,Thousand Barrels per Day
280,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199711,M,1495,Thousand Barrels per Day
281,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199710,M,1604,Thousand Barrels per Day
282,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199709,M,1626,Thousand Barrels per Day
283,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199708,M,1574,Thousand Barrels per Day
284,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199707,M,1565,Thousand Barrels per Day
285,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199706,M,1574,Thousand Barrels per Day
286,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199705,M,1568,Thousand Barrels per Day
287,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199704,M,1406,Thousand Barrels per Day
288,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199703,M,1349,Thousand Barrels per Day
289,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199702,M,1345,Thousand Barrels per Day
290,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199701,M,1224,Thousand Barrels per Day
291,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199612,M,1336,Thousand Barrels per Day
292,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199611,M,1313,Thousand Barrels per Day
293,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199610,M,1326,Thousand Barrels per Day
294,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199609,M,1418,Thousand Barrels per Day
295,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199608,M,1385,Thousand Barrels per Day
296,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199607,M,1350,Thousand Barrels per Day
297,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199606,M,1318,Thousand Barrels per Day
298,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199605,M,1360,Thousand Barrels per Day
299,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199604,M,1319,Thousand Barrels per Day
300,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199603,M,1223,Thousand Barrels per Day
301,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199602,M,1248,Thousand Barrels per Day
302,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199601,M,1367,Thousand Barrels per Day
303,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199512,M,1420,Thousand Barrels per Day
304,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199511,M,1475,Thousand Barrels per Day
305,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199510,M,1399,Thousand Barrels per Day
306,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199509,M,1555,Thousand Barrels per Day
307,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199508,M,1586,Thousand Barrels per Day
308,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199507,M,1574,Thousand Barrels per Day
309,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199506,M,1539,Thousand Barrels per Day
310,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199505,M,1454,Thousand Barrels per Day
311,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199504,M,1430,Thousand Barrels per Day
312,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199503,M,1507,Thousand Barrels per Day
313,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199502,M,1459,Thousand Barrels per Day
314,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199501,M,1344,Thousand Barrels per Day
315,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199412,M,1352,Thousand Barrels per Day
316,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199411,M,1475,Thousand Barrels per Day
317,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199410,M,1355,Thousand Barrels per Day
318,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199409,M,1373,Thousand Barrels per Day
319,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199408,M,1416,Thousand Barrels per Day
320,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199407,M,1434,Thousand Barrels per Day
321,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199406,M,1470,Thousand Barrels per Day
322,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199405,M,1422,Thousand Barrels per Day
323,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199404,M,1263,Thousand Barrels per Day
324,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199403,M,1195,Thousand Barrels per Day
325,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199402,M,1376,Thousand Barrels per Day
326,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199401,M,1252,Thousand Barrels per Day
327,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199312,M,1305,Thousand Barrels per Day
328,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199311,M,1419,Thousand Barrels per Day
329,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199310,M,1507,Thousand Barrels per Day
330,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199309,M,1438,Thousand Barrels per Day
331,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199308,M,1367,Thousand Barrels per Day
332,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199307,M,1442,Thousand Barrels per Day
333,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199306,M,1467,Thousand Barrels per Day
334,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199305,M,1441,Thousand Barrels per Day
335,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199304,M,1402,Thousand Barrels per Day
336,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199303,M,1127,Thousand Barrels per Day
337,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199302,M,1115,Thousand Barrels per Day
338,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199301,M,1239,Thousand Barrels per Day
339,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199212,M,1231,Thousand Barrels per Day
340,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199211,M,1299,Thousand Barrels per Day
341,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199210,M,1360,Thousand Barrels per Day
342,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199209,M,1296,Thousand Barrels per Day
343,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199208,M,1213,Thousand Barrels per Day
344,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199207,M,1349,Thousand Barrels per Day
345,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199206,M,1405,Thousand Barrels per Day
346,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199205,M,1314,Thousand Barrels per Day
347,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199204,M,1307,Thousand Barrels per Day
348,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199203,M,1165,Thousand Barrels per Day
349,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199202,M,1160,Thousand Barrels per Day
350,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199201,M,1173,Thousand Barrels per Day
351,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199112,M,1242,Thousand Barrels per Day
352,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199111,M,1161,Thousand Barrels per Day
353,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199110,M,1086,Thousand Barrels per Day
354,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199109,M,1341,Thousand Barrels per Day
355,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199108,M,1320,Thousand Barrels per Day
356,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199107,M,1332,Thousand Barrels per Day
357,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199106,M,1334,Thousand Barrels per Day
358,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199105,M,1273,Thousand Barrels per Day
359,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199104,M,1184,Thousand Barrels per Day
360,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199103,M,1242,Thousand Barrels per Day
361,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199102,M,1219,Thousand Barrels per Day
362,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199101,M,1158,Thousand Barrels per Day
363,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199012,M,1083,Thousand Barrels per Day
364,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199011,M,1139,Thousand Barrels per Day
365,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199010,M,1192,Thousand Barrels per Day
366,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199009,M,1420,Thousand Barrels per Day
367,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199008,M,1285,Thousand Barrels per Day
368,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199007,M,1441,Thousand Barrels per Day
369,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199006,M,1317,Thousand Barrels per Day
370,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199005,M,1255,Thousand Barrels per Day
371,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199004,M,1186,Thousand Barrels per Day
372,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199003,M,1289,Thousand Barrels per Day
373,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199002,M,1409,Thousand Barrels per Day
374,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",199001,M,1404,Thousand Barrels per Day
375,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198912,M,1347,Thousand Barrels per Day
376,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198911,M,1332,Thousand Barrels per Day
377,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198910,M,1372,Thousand Barrels per Day
378,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198909,M,1391,Thousand Barrels per Day
379,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198908,M,1368,Thousand Barrels per Day
380,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198907,M,1350,Thousand Barrels per Day
381,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198906,M,1342,Thousand Barrels per Day
382,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198905,M,1044,Thousand Barrels per Day
383,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198904,M,1069,Thousand Barrels per Day
384,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198903,M,1236,Thousand Barrels per Day
385,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198902,M,1290,Thousand Barrels per Day
386,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198901,M,1309,Thousand Barrels per Day
387,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198812,M,1309,Thousand Barrels per Day
388,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198811,M,1232,Thousand Barrels per Day
389,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198810,M,1272,Thousand Barrels per Day
390,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198809,M,1363,Thousand Barrels per Day
391,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198808,M,1405,Thousand Barrels per Day
392,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198807,M,1405,Thousand Barrels per Day
393,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198806,M,1331,Thousand Barrels per Day
394,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198805,M,1249,Thousand Barrels per Day
395,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198804,M,1131,Thousand Barrels per Day
396,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198803,M,1256,Thousand Barrels per Day
397,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198802,M,1304,Thousand Barrels per Day
398,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198801,M,1314,Thousand Barrels per Day
399,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198712,M,1320,Thousand Barrels per Day
400,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198711,M,1223,Thousand Barrels per Day
401,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198710,M,1198,Thousand Barrels per Day
402,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198709,M,1274,Thousand Barrels per Day
403,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198708,M,1369,Thousand Barrels per Day
404,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198707,M,1354,Thousand Barrels per Day
405,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198706,M,1385,Thousand Barrels per Day
406,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198705,M,1272,Thousand Barrels per Day
407,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198704,M,1255,Thousand Barrels per Day
408,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198703,M,1113,Thousand Barrels per Day
409,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198702,M,1150,Thousand Barrels per Day
410,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198701,M,1099,Thousand Barrels per Day
411,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198612,M,1224,Thousand Barrels per Day
412,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198611,M,1203,Thousand Barrels per Day
413,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198610,M,1281,Thousand Barrels per Day
414,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198609,M,1311,Thousand Barrels per Day
415,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198608,M,1332,Thousand Barrels per Day
416,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198607,M,1290,Thousand Barrels per Day
417,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198606,M,1338,Thousand Barrels per Day
418,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198605,M,1283,Thousand Barrels per Day
419,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198604,M,1104,Thousand Barrels per Day
420,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198603,M,1092,Thousand Barrels per Day
421,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198602,M,1082,Thousand Barrels per Day
422,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198601,M,1128,Thousand Barrels per Day
423,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198512,M,1192,Thousand Barrels per Day
424,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198511,M,1144,Thousand Barrels per Day
425,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198510,M,1198,Thousand Barrels per Day
426,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198509,M,1107,Thousand Barrels per Day
427,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198508,M,1186,Thousand Barrels per Day
428,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198507,M,1196,Thousand Barrels per Day
429,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198506,M,1226,Thousand Barrels per Day
430,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198505,M,1152,Thousand Barrels per Day
431,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198504,M,1148,Thousand Barrels per Day
432,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198503,M,1106,Thousand Barrels per Day
433,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198502,M,1095,Thousand Barrels per Day
434,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198501,M,1079,Thousand Barrels per Day
435,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198412,M,1205,Thousand Barrels per Day
436,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198411,M,1181,Thousand Barrels per Day
437,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198410,M,1078,Thousand Barrels per Day
438,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198409,M,1169,Thousand Barrels per Day
439,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198408,M,1228,Thousand Barrels per Day
440,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198407,M,1158,Thousand Barrels per Day
441,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198406,M,1180,Thousand Barrels per Day
442,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198405,M,1130,Thousand Barrels per Day
443,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198404,M,813,Thousand Barrels per Day
444,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198403,M,1035,Thousand Barrels per Day
445,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198402,M,1057,Thousand Barrels per Day
446,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198401,M,1032,Thousand Barrels per Day
447,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198312,M,923,Thousand Barrels per Day
448,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198311,M,907,Thousand Barrels per Day
449,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198310,M,988,Thousand Barrels per Day
450,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198309,M,1174,Thousand Barrels per Day
451,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198308,M,1181,Thousand Barrels per Day
452,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198307,M,1121,Thousand Barrels per Day
453,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198306,M,1096,Thousand Barrels per Day
454,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198305,M,1076,Thousand Barrels per Day
455,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198304,M,1062,Thousand Barrels per Day
456,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198303,M,894,Thousand Barrels per Day
457,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198302,M,967,Thousand Barrels per Day
458,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198301,M,1055,Thousand Barrels per Day
459,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198212,M,1132,Thousand Barrels per Day
460,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198211,M,1181,Thousand Barrels per Day
461,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198210,M,1111,Thousand Barrels per Day
462,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198209,M,1171,Thousand Barrels per Day
463,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198208,M,1150,Thousand Barrels per Day
464,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198207,M,1291,Thousand Barrels per Day
465,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198206,M,1349,Thousand Barrels per Day
466,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198205,M,1092,Thousand Barrels per Day
467,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198204,M,1173,Thousand Barrels per Day
468,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198203,M,1201,Thousand Barrels per Day
469,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198202,M,1240,Thousand Barrels per Day
470,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198201,M,1273,Thousand Barrels per Day
471,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198112,M,1314,Thousand Barrels per Day
472,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198111,M,1375,Thousand Barrels per Day
473,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",198110,M,1337,Thousand Barrels per Day
