,Series Name,Period,Frequency,Value,Units
85,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201402,M,979,Thousand Barrels per Day
86,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201401,M,955,Thousand Barrels per Day
87,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201312,M,1067,Thousand Barrels per Day
88,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201311,M,956,Thousand Barrels per Day
89,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201310,M,888,Thousand Barrels per Day
90,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201309,M,1084,Thousand Barrels per Day
91,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201308,M,1073,Thousand Barrels per Day
92,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201307,M,1085,Thousand Barrels per Day
93,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201306,M,1134,Thousand Barrels per Day
94,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201305,M,1134,Thousand Barrels per Day
95,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201304,M,1083,Thousand Barrels per Day
96,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201303,M,1019,Thousand Barrels per Day
97,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201302,M,879,Thousand Barrels per Day
98,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201301,M,1043,Thousand Barrels per Day
99,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201212,M,971,Thousand Barrels per Day
100,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201211,M,904,Thousand Barrels per Day
101,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201210,M,1003,Thousand Barrels per Day
102,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201209,M,950,Thousand Barrels per Day
103,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201208,M,944,Thousand Barrels per Day
104,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201207,M,962,Thousand Barrels per Day
105,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201206,M,939,Thousand Barrels per Day
106,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201205,M,845,Thousand Barrels per Day
107,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201204,M,919,Thousand Barrels per Day
108,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201203,M,904,Thousand Barrels per Day
109,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201202,M,857,Thousand Barrels per Day
110,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201201,M,824,Thousand Barrels per Day
111,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201112,M,935,Thousand Barrels per Day
112,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201111,M,1102,Thousand Barrels per Day
113,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201110,M,1131,Thousand Barrels per Day
114,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201109,M,1237,Thousand Barrels per Day
115,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201108,M,1223,Thousand Barrels per Day
116,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201107,M,1286,Thousand Barrels per Day
117,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201106,M,1117,Thousand Barrels per Day
118,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201105,M,1149,Thousand Barrels per Day
119,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201104,M,928,Thousand Barrels per Day
120,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201103,M,971,Thousand Barrels per Day
121,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201102,M,1010,Thousand Barrels per Day
122,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201101,M,1061,Thousand Barrels per Day
123,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201012,M,1038,Thousand Barrels per Day
124,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201011,M,940,Thousand Barrels per Day
125,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201010,M,845,Thousand Barrels per Day
126,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201009,M,1093,Thousand Barrels per Day
127,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201008,M,1215,Thousand Barrels per Day
128,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201007,M,1241,Thousand Barrels per Day
129,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201006,M,1243,Thousand Barrels per Day
130,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201005,M,1260,Thousand Barrels per Day
131,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201004,M,1214,Thousand Barrels per Day
132,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201003,M,1085,Thousand Barrels per Day
133,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201002,M,1181,Thousand Barrels per Day
134,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",201001,M,1069,Thousand Barrels per Day
135,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200912,M,1094,Thousand Barrels per Day
136,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200911,M,1163,Thousand Barrels per Day
137,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200910,M,1324,Thousand Barrels per Day
138,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200909,M,1336,Thousand Barrels per Day
139,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200908,M,1316,Thousand Barrels per Day
140,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200907,M,1348,Thousand Barrels per Day
141,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200906,M,1352,Thousand Barrels per Day
142,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200905,M,1261,Thousand Barrels per Day
143,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200904,M,1156,Thousand Barrels per Day
144,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200903,M,1154,Thousand Barrels per Day
145,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200902,M,1252,Thousand Barrels per Day
146,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200901,M,1355,Thousand Barrels per Day
147,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200812,M,1282,Thousand Barrels per Day
148,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200811,M,1346,Thousand Barrels per Day
149,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200810,M,1494,Thousand Barrels per Day
150,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200809,M,1456,Thousand Barrels per Day
151,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200808,M,1464,Thousand Barrels per Day
152,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200807,M,1437,Thousand Barrels per Day
153,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200806,M,1446,Thousand Barrels per Day
154,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200805,M,1427,Thousand Barrels per Day
155,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200804,M,1400,Thousand Barrels per Day
156,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200803,M,1325,Thousand Barrels per Day
157,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200802,M,1442,Thousand Barrels per Day
158,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200801,M,1536,Thousand Barrels per Day
159,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200712,M,1537,Thousand Barrels per Day
160,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200711,M,1584,Thousand Barrels per Day
161,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200710,M,1591,Thousand Barrels per Day
162,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200709,M,1547,Thousand Barrels per Day
163,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200708,M,1507,Thousand Barrels per Day
164,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200707,M,1551,Thousand Barrels per Day
165,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200706,M,1547,Thousand Barrels per Day
166,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200705,M,1586,Thousand Barrels per Day
167,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200704,M,1465,Thousand Barrels per Day
168,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200703,M,1351,Thousand Barrels per Day
169,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200702,M,1373,Thousand Barrels per Day
170,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200701,M,1511,Thousand Barrels per Day
171,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200612,M,1505,Thousand Barrels per Day
172,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200611,M,1538,Thousand Barrels per Day
173,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200610,M,1549,Thousand Barrels per Day
174,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200609,M,1638,Thousand Barrels per Day
175,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200608,M,1577,Thousand Barrels per Day
176,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200607,M,1457,Thousand Barrels per Day
177,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200606,M,1513,Thousand Barrels per Day
178,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200605,M,1469,Thousand Barrels per Day
179,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200604,M,1415,Thousand Barrels per Day
180,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200603,M,1490,Thousand Barrels per Day
181,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200602,M,1465,Thousand Barrels per Day
182,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200601,M,1526,Thousand Barrels per Day
183,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200512,M,1543,Thousand Barrels per Day
184,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200511,M,1666,Thousand Barrels per Day
185,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200510,M,1642,Thousand Barrels per Day
186,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200509,M,1719,Thousand Barrels per Day
187,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200508,M,1616,Thousand Barrels per Day
188,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200507,M,1674,Thousand Barrels per Day
189,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200506,M,1645,Thousand Barrels per Day
190,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200505,M,1701,Thousand Barrels per Day
191,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200504,M,1640,Thousand Barrels per Day
192,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200503,M,1614,Thousand Barrels per Day
193,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200502,M,1540,Thousand Barrels per Day
194,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200501,M,1521,Thousand Barrels per Day
195,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200412,M,1555,Thousand Barrels per Day
196,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200411,M,1594,Thousand Barrels per Day
197,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200410,M,1504,Thousand Barrels per Day
198,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200409,M,1395,Thousand Barrels per Day
199,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200408,M,1663,Thousand Barrels per Day
200,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200407,M,1679,Thousand Barrels per Day
201,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200406,M,1670,Thousand Barrels per Day
202,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200405,M,1613,Thousand Barrels per Day
203,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200404,M,1624,Thousand Barrels per Day
204,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200403,M,1674,Thousand Barrels per Day
205,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200402,M,1693,Thousand Barrels per Day
206,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200401,M,1506,Thousand Barrels per Day
207,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200312,M,1593,Thousand Barrels per Day
208,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200311,M,1489,Thousand Barrels per Day
209,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200310,M,1626,Thousand Barrels per Day
210,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200309,M,1649,Thousand Barrels per Day
211,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200308,M,1635,Thousand Barrels per Day
212,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200307,M,1650,Thousand Barrels per Day
213,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200306,M,1676,Thousand Barrels per Day
214,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200305,M,1688,Thousand Barrels per Day
215,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200304,M,1647,Thousand Barrels per Day
216,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200303,M,1637,Thousand Barrels per Day
217,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200302,M,1489,Thousand Barrels per Day
218,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200301,M,1469,Thousand Barrels per Day
219,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200212,M,1532,Thousand Barrels per Day
220,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200211,M,1553,Thousand Barrels per Day
221,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200210,M,1541,Thousand Barrels per Day
222,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200209,M,1527,Thousand Barrels per Day
223,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200208,M,1564,Thousand Barrels per Day
224,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200207,M,1601,Thousand Barrels per Day
225,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200206,M,1585,Thousand Barrels per Day
226,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200205,M,1623,Thousand Barrels per Day
227,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200204,M,1599,Thousand Barrels per Day
228,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200203,M,1534,Thousand Barrels per Day
229,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200202,M,1474,Thousand Barrels per Day
230,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200201,M,1353,Thousand Barrels per Day
231,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200112,M,1326,Thousand Barrels per Day
232,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200111,M,1562,Thousand Barrels per Day
233,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200110,M,1461,Thousand Barrels per Day
234,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200109,M,1415,Thousand Barrels per Day
235,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200108,M,1385,Thousand Barrels per Day
236,"East Coast (PADD 1) Refinery and Blender Net Input of Crude Oil, Monthly",200107,M,1537,Thousand Barrels per Day
