,Series Name,Period,Frequency,Value,Units
236,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200107,M,3414,Thousand Barrels per Day
237,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200106,M,3509,Thousand Barrels per Day
238,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200105,M,3460,Thousand Barrels per Day
239,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200104,M,3461,Thousand Barrels per Day
240,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200103,M,3240,Thousand Barrels per Day
241,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200102,M,3274,Thousand Barrels per Day
242,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200101,M,3388,Thousand Barrels per Day
243,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200012,M,3330,Thousand Barrels per Day
244,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200011,M,3336,Thousand Barrels per Day
245,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200010,M,3311,Thousand Barrels per Day
246,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200009,M,3483,Thousand Barrels per Day
247,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200008,M,3474,Thousand Barrels per Day
248,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200007,M,3556,Thousand Barrels per Day
249,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200006,M,3637,Thousand Barrels per Day
250,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200005,M,3547,Thousand Barrels per Day
251,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200004,M,3405,Thousand Barrels per Day
252,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200003,M,3160,Thousand Barrels per Day
253,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200002,M,3103,Thousand Barrels per Day
254,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",200001,M,3132,Thousand Barrels per Day
255,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199912,M,3129,Thousand Barrels per Day
256,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199911,M,3272,Thousand Barrels per Day
257,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199910,M,3295,Thousand Barrels per Day
258,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199909,M,3355,Thousand Barrels per Day
259,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199908,M,3526,Thousand Barrels per Day
260,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199907,M,3470,Thousand Barrels per Day
261,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199906,M,3485,Thousand Barrels per Day
262,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199905,M,3478,Thousand Barrels per Day
263,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199904,M,3382,Thousand Barrels per Day
264,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199903,M,3083,Thousand Barrels per Day
265,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199902,M,3241,Thousand Barrels per Day
266,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199901,M,3248,Thousand Barrels per Day
267,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199812,M,3320,Thousand Barrels per Day
268,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199811,M,3342,Thousand Barrels per Day
269,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199810,M,3269,Thousand Barrels per Day
270,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199809,M,3267,Thousand Barrels per Day
271,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199808,M,3489,Thousand Barrels per Day
272,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199807,M,3519,Thousand Barrels per Day
273,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199806,M,3516,Thousand Barrels per Day
274,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199805,M,3436,Thousand Barrels per Day
275,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199804,M,3323,Thousand Barrels per Day
276,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199803,M,3225,Thousand Barrels per Day
277,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199802,M,3360,Thousand Barrels per Day
278,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199801,M,3387,Thousand Barrels per Day
279,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199712,M,3379,Thousand Barrels per Day
280,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199711,M,3323,Thousand Barrels per Day
281,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199710,M,3372,Thousand Barrels per Day
282,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199709,M,3513,Thousand Barrels per Day
283,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199708,M,3526,Thousand Barrels per Day
284,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199707,M,3426,Thousand Barrels per Day
285,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199706,M,3517,Thousand Barrels per Day
286,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199705,M,3470,Thousand Barrels per Day
287,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199704,M,3113,Thousand Barrels per Day
288,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199703,M,3096,Thousand Barrels per Day
289,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199702,M,3245,Thousand Barrels per Day
290,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199701,M,3212,Thousand Barrels per Day
291,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199612,M,3214,Thousand Barrels per Day
292,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199611,M,3289,Thousand Barrels per Day
293,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199610,M,3242,Thousand Barrels per Day
294,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199609,M,3316,Thousand Barrels per Day
295,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199608,M,3378,Thousand Barrels per Day
296,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199607,M,3359,Thousand Barrels per Day
297,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199606,M,3393,Thousand Barrels per Day
298,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199605,M,3298,Thousand Barrels per Day
299,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199604,M,3242,Thousand Barrels per Day
300,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199603,M,3160,Thousand Barrels per Day
301,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199602,M,3057,Thousand Barrels per Day
302,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199601,M,3095,Thousand Barrels per Day
303,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199512,M,3138,Thousand Barrels per Day
304,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199511,M,3113,Thousand Barrels per Day
305,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199510,M,3094,Thousand Barrels per Day
306,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199509,M,3330,Thousand Barrels per Day
307,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199508,M,3271,Thousand Barrels per Day
308,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199507,M,3287,Thousand Barrels per Day
309,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199506,M,3310,Thousand Barrels per Day
310,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199505,M,3173,Thousand Barrels per Day
311,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199504,M,3151,Thousand Barrels per Day
312,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199503,M,2903,Thousand Barrels per Day
313,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199502,M,3026,Thousand Barrels per Day
314,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199501,M,3203,Thousand Barrels per Day
315,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199412,M,3138,Thousand Barrels per Day
316,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199411,M,3135,Thousand Barrels per Day
317,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199410,M,2999,Thousand Barrels per Day
318,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199409,M,3257,Thousand Barrels per Day
319,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199408,M,3261,Thousand Barrels per Day
320,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199407,M,3246,Thousand Barrels per Day
321,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199406,M,3309,Thousand Barrels per Day
322,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199405,M,3277,Thousand Barrels per Day
323,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199404,M,3256,Thousand Barrels per Day
324,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199403,M,2974,Thousand Barrels per Day
325,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199402,M,3100,Thousand Barrels per Day
326,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199401,M,3000,Thousand Barrels per Day
327,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199312,M,3085,Thousand Barrels per Day
328,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199311,M,3200,Thousand Barrels per Day
329,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199310,M,3196,Thousand Barrels per Day
330,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199309,M,3167,Thousand Barrels per Day
331,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199308,M,3173,Thousand Barrels per Day
332,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199307,M,3241,Thousand Barrels per Day
333,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199306,M,3305,Thousand Barrels per Day
334,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199305,M,3144,Thousand Barrels per Day
335,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199304,M,3015,Thousand Barrels per Day
336,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199303,M,3071,Thousand Barrels per Day
337,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199302,M,3008,Thousand Barrels per Day
338,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199301,M,3056,Thousand Barrels per Day
339,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199212,M,3017,Thousand Barrels per Day
340,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199211,M,3087,Thousand Barrels per Day
341,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199210,M,3108,Thousand Barrels per Day
342,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199209,M,3204,Thousand Barrels per Day
343,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199208,M,3253,Thousand Barrels per Day
344,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199207,M,3242,Thousand Barrels per Day
345,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199206,M,3226,Thousand Barrels per Day
346,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199205,M,3229,Thousand Barrels per Day
347,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199204,M,2917,Thousand Barrels per Day
348,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199203,M,2978,Thousand Barrels per Day
349,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199202,M,3038,Thousand Barrels per Day
350,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199201,M,3012,Thousand Barrels per Day
351,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199112,M,3063,Thousand Barrels per Day
352,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199111,M,2895,Thousand Barrels per Day
353,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199110,M,2999,Thousand Barrels per Day
354,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199109,M,3202,Thousand Barrels per Day
355,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199108,M,3113,Thousand Barrels per Day
356,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199107,M,3222,Thousand Barrels per Day
357,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199106,M,3191,Thousand Barrels per Day
358,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199105,M,3152,Thousand Barrels per Day
359,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199104,M,2980,Thousand Barrels per Day
360,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199103,M,2968,Thousand Barrels per Day
361,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199102,M,2945,Thousand Barrels per Day
362,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199101,M,2844,Thousand Barrels per Day
363,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199012,M,2878,Thousand Barrels per Day
364,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199011,M,2871,Thousand Barrels per Day
365,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199010,M,2906,Thousand Barrels per Day
366,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199009,M,3244,Thousand Barrels per Day
367,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199008,M,3222,Thousand Barrels per Day
368,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199007,M,3218,Thousand Barrels per Day
369,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199006,M,3166,Thousand Barrels per Day
370,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199005,M,3001,Thousand Barrels per Day
371,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199004,M,2909,Thousand Barrels per Day
372,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199003,M,2836,Thousand Barrels per Day
373,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199002,M,2969,Thousand Barrels per Day
374,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",199001,M,2924,Thousand Barrels per Day
375,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198912,M,2960,Thousand Barrels per Day
376,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198911,M,2768,Thousand Barrels per Day
377,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198910,M,2645,Thousand Barrels per Day
378,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198909,M,3015,Thousand Barrels per Day
379,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198908,M,3103,Thousand Barrels per Day
380,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198907,M,3071,Thousand Barrels per Day
381,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198906,M,3035,Thousand Barrels per Day
382,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198905,M,2812,Thousand Barrels per Day
383,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198904,M,2727,Thousand Barrels per Day
384,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198903,M,2857,Thousand Barrels per Day
385,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198902,M,2920,Thousand Barrels per Day
386,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198901,M,2932,Thousand Barrels per Day
387,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198812,M,2968,Thousand Barrels per Day
388,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198811,M,2880,Thousand Barrels per Day
389,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198810,M,2845,Thousand Barrels per Day
390,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198809,M,2964,Thousand Barrels per Day
391,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198808,M,3100,Thousand Barrels per Day
392,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198807,M,3015,Thousand Barrels per Day
393,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198806,M,2988,Thousand Barrels per Day
394,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198805,M,2936,Thousand Barrels per Day
395,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198804,M,2887,Thousand Barrels per Day
396,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198803,M,2870,Thousand Barrels per Day
397,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198802,M,2786,Thousand Barrels per Day
398,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198801,M,2750,Thousand Barrels per Day
399,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198712,M,2829,Thousand Barrels per Day
400,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198711,M,2868,Thousand Barrels per Day
401,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198710,M,2811,Thousand Barrels per Day
402,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198709,M,2934,Thousand Barrels per Day
403,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198708,M,3000,Thousand Barrels per Day
404,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198707,M,2967,Thousand Barrels per Day
405,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198706,M,2889,Thousand Barrels per Day
406,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198705,M,2785,Thousand Barrels per Day
407,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198704,M,2866,Thousand Barrels per Day
408,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198703,M,2676,Thousand Barrels per Day
409,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198702,M,2723,Thousand Barrels per Day
410,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198701,M,2771,Thousand Barrels per Day
411,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198612,M,2851,Thousand Barrels per Day
412,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198611,M,2893,Thousand Barrels per Day
413,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198610,M,2771,Thousand Barrels per Day
414,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198609,M,2841,Thousand Barrels per Day
415,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198608,M,3001,Thousand Barrels per Day
416,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198607,M,2924,Thousand Barrels per Day
417,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198606,M,2932,Thousand Barrels per Day
418,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198605,M,2886,Thousand Barrels per Day
419,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198604,M,2720,Thousand Barrels per Day
420,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198603,M,2649,Thousand Barrels per Day
421,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198602,M,2612,Thousand Barrels per Day
422,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198601,M,2769,Thousand Barrels per Day
423,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198512,M,2756,Thousand Barrels per Day
424,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198511,M,2835,Thousand Barrels per Day
425,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198510,M,2745,Thousand Barrels per Day
426,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198509,M,2795,Thousand Barrels per Day
427,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198508,M,2924,Thousand Barrels per Day
428,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198507,M,2883,Thousand Barrels per Day
429,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198506,M,2882,Thousand Barrels per Day
430,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198505,M,2703,Thousand Barrels per Day
431,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198504,M,2647,Thousand Barrels per Day
432,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198503,M,2499,Thousand Barrels per Day
433,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198502,M,2536,Thousand Barrels per Day
434,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198501,M,2649,Thousand Barrels per Day
435,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198412,M,2721,Thousand Barrels per Day
436,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198411,M,2677,Thousand Barrels per Day
437,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198410,M,2478,Thousand Barrels per Day
438,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198409,M,2835,Thousand Barrels per Day
439,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198408,M,2865,Thousand Barrels per Day
440,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198407,M,2881,Thousand Barrels per Day
441,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198406,M,2974,Thousand Barrels per Day
442,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198405,M,2743,Thousand Barrels per Day
443,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198404,M,2697,Thousand Barrels per Day
444,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198403,M,2817,Thousand Barrels per Day
445,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198402,M,2799,Thousand Barrels per Day
446,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198401,M,2652,Thousand Barrels per Day
447,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198312,M,2694,Thousand Barrels per Day
448,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198311,M,2832,Thousand Barrels per Day
449,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198310,M,2718,Thousand Barrels per Day
450,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198309,M,2874,Thousand Barrels per Day
451,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198308,M,2950,Thousand Barrels per Day
452,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198307,M,2852,Thousand Barrels per Day
453,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198306,M,2830,Thousand Barrels per Day
454,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198305,M,2654,Thousand Barrels per Day
455,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198304,M,2721,Thousand Barrels per Day
456,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198303,M,2576,Thousand Barrels per Day
457,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198302,M,2562,Thousand Barrels per Day
458,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198301,M,2680,Thousand Barrels per Day
459,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198212,M,2716,Thousand Barrels per Day
460,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198211,M,2644,Thousand Barrels per Day
461,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198210,M,2621,Thousand Barrels per Day
462,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198209,M,2924,Thousand Barrels per Day
463,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198208,M,2837,Thousand Barrels per Day
464,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198207,M,3029,Thousand Barrels per Day
465,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198206,M,3001,Thousand Barrels per Day
466,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198205,M,2755,Thousand Barrels per Day
467,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198204,M,2668,Thousand Barrels per Day
468,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198203,M,2648,Thousand Barrels per Day
469,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198202,M,2730,Thousand Barrels per Day
470,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198201,M,2762,Thousand Barrels per Day
471,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198112,M,2977,Thousand Barrels per Day
